MonthlyIncome,ActiveSinceDays,Age,Graduate,Married,Single,NoOfChildren,NoOfTeenager,NoOfDaysSinceLastPurchase,AmountSpendOnWines,AmountSpentOnFruits,AmountSpentOnMeat,AmountSpentOnFish,AmountSpentOnSweet,AmountSpentOnGold,NoOfDealsWithDiscount,NoOfWebPurchase,NoOfCatalogPurchase,NoOfStorePurchase,NoOfWebVisitsMonth,PurchasedIn1stCampaign,PurchasedIn2ndCampaign,PurchasedIn3rdCampaign,PurchasedIn4thCampaign,PurchasedIn5thCampaign,TotalNoOfCampaignAccepted,CustomerComplain
24884,2736,48,0,1,0,1,0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0
42021,2826,39,1,1,0,1,0,34,393,5,136,7,5,27,5,10,1,6,9,0,0,1,0,0,1,0
64449,2290,31,1,0,1,0,0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,0
64587,2166,66,1,0,1,0,0,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,0
34824,2254,25,1,0,1,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0
75437,2391,42,1,1,0,0,0,25,795,0,545,95,58,0,1,8,4,10,6,1,0,0,0,0,1,0
26091,2283,63,1,1,0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0
52845,2479,47,1,1,0,1,0,7,384,25,292,130,41,64,3,8,8,6,6,0,0,1,0,0,1,0
46086,2397,64,1,0,1,0,0,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0
78028,2816,64,1,0,1,0,0,38,158,19,288,25,0,38,1,6,4,9,7,0,0,0,1,1,2,0
95169,2422,33,1,0,1,0,0,1,1285,21,449,106,20,20,1,4,3,4,1,1,0,0,0,1,2,0
56337,2618,39,0,1,0,1,1,25,349,16,144,28,5,182,5,8,5,4,8,1,0,1,0,0,2,0
22434,2660,33,1,1,0,1,0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0
36930,2567,66,1,1,0,0,1,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0
36130,2671,66,1,0,1,0,0,46,157,43,127,68,56,37,6,3,8,4,4,0,0,1,0,0,1,0
65569,2760,67,1,1,0,0,1,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,0
83844,2572,68,1,1,0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,0,0,1,1,0
19514,2313,52,1,1,0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,0,0,1,0,0,1,0
36736,2574,57,1,0,1,0,0,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0
77568,2832,41,1,1,0,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,1,0,0,1,1,3,0
49187,2328,44,1,1,0,0,1,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,0
30168,2638,42,1,0,1,0,0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0
34053,2816,52,1,1,0,0,1,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0
38196,2231,49,1,1,0,1,1,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0
59412,2230,69,1,1,0,0,0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0
70924,2242,55,0,1,0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,0,0,1,1,0
54165,2556,51,1,1,0,0,0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,0
32300,2701,47,1,1,0,1,0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0
20180,2653,44,1,0,1,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0
34961,2169,47,1,1,0,1,0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0
28440,2516,46,1,1,0,1,0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0
64504,2641,67,1,1,0,1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,0
33564,2164,54,1,1,0,0,1,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0
17345,2762,42,1,1,0,1,0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0
56320,2606,53,1,1,0,0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0
28647,2471,42,1,0,1,0,0,54,19,8,29,0,12,26,1,2,2,2,7,0,0,1,0,0,1,0
15038,2675,33,0,0,1,0,0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,0
32173,2491,62,1,0,1,0,0,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,0
68316,2761,56,0,1,0,0,1,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0
74538,2524,49,1,1,0,0,0,21,380,98,733,110,112,28,1,8,8,5,3,0,0,0,0,1,1,0
91700,2687,49,1,0,1,0,0,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,0
68695,2163,51,1,1,0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0
31056,2682,43,0,1,0,1,0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,0
79593,2207,47,1,1,0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,0,0,1,1,0
28071,2828,40,1,0,1,0,0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0
37334,2282,62,1,1,0,1,1,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,0
46423,2443,48,1,0,1,0,0,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0
37126,2250,49,1,1,0,1,0,9,45,3,9,4,4,7,1,1,2,2,6,0,0,1,0,0,1,0
47703,2555,67,1,1,0,0,1,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,0
61180,2226,61,1,1,0,0,1,70,403,24,29,6,24,218,2,5,5,6,3,0,0,1,0,0,1,0
38998,2762,66,1,1,0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,0,1
8028,2808,29,1,0,1,0,0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0
76081,2196,58,1,1,0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,1,0,0,0,0,1,0
34728,2493,34,1,1,0,1,0,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,0
33168,2783,55,1,0,1,0,0,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0
33585,2436,54,1,1,0,0,1,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0
77037,2418,60,1,1,0,0,1,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0
35196,2752,36,1,1,0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0
44529,2518,54,1,1,0,0,1,98,538,13,91,17,6,26,6,6,2,11,5,0,0,0,1,0,1,0
70924,2242,55,0,1,0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,0,0,1,1,0
28764,2183,54,1,1,0,1,1,16,8,0,3,0,0,1,1,1,0,2,8,0,0,1,0,0,1,0
69098,2657,71,1,1,0,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0
25959,2659,50,0,0,1,0,0,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,0
27100,2609,37,1,1,0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0
70596,2791,35,1,0,1,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0
42557,2828,46,1,1,0,0,1,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0
53312,2483,69,1,1,0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0
72228,2738,68,1,0,1,0,0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0
67605,2614,33,1,1,0,0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0
62845,2795,71,1,1,0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,0,0,1,0,1,0
65196,2498,62,1,1,0,0,2,34,743,19,181,12,0,200,2,7,6,11,5,0,0,1,0,0,1,0
42000,2694,33,1,0,1,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,0
35860,2200,47,1,0,1,0,0,37,15,0,8,4,2,20,2,1,1,2,5,0,0,1,0,0,1,0
65526,2238,56,1,1,0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0
16860,2814,59,1,1,0,1,1,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0
83528,2218,28,1,0,1,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,1,0,0,2,0
64176,2854,55,0,0,1,0,0,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0
22304,2853,64,1,0,1,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0
67023,2276,42,1,1,0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,0,1
32892,2194,49,1,1,0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0
70713,2732,54,1,1,0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0
59925,2735,65,1,1,0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0
39722,2284,67,1,1,0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0
46610,2505,62,1,1,0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0
88347,2520,59,1,1,0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,1,0,0,0,0,1,0
87171,2583,39,1,1,0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,0,0,1,0,1,2,0
26907,2472,44,0,1,0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0
50014,2317,52,1,0,1,0,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0
41014,2592,42,1,1,0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0
66294,2263,55,1,0,1,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0
36715,2748,49,1,1,0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,0
79456,2835,64,1,1,0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,0
40479,2475,38,1,1,0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0
75345,2671,50,1,0,1,0,0,16,918,57,842,99,38,133,1,5,8,6,3,1,0,0,0,0,1,0
54233,2669,43,1,1,0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0
24163,2419,50,1,0,1,0,0,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0
84460,2700,62,1,1,0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,1,1,0,1,1,4,0
43776,2216,37,1,1,0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0
71691,2263,62,1,0,1,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,0
85844,2190,47,1,1,0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,0,0,1,1,0
39190,2223,46,1,0,1,0,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0
71367,2469,61,1,1,0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0
38578,2531,48,1,0,1,0,0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0
57236,2268,55,1,1,0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0
61825,2485,41,1,0,1,0,0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0
79803,2186,62,1,0,1,0,0,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0
80910,2765,34,0,0,1,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0
27590,2591,38,1,1,0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
56775,2702,41,1,1,0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0
83829,2423,45,1,0,1,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,0,1,3,0
54210,2564,41,0,1,0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0
38508,2490,34,1,1,0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0
53187,2405,50,1,1,0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0
30023,2256,48,1,1,0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0
76045,2385,60,1,0,1,0,0,78,760,53,400,17,93,0,1,4,5,11,2,1,0,0,0,0,1,0
50870,2169,68,1,1,0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0
15315,2489,50,0,1,0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0
65463,2309,46,0,1,0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,0,0,1,0,1,0
66480,2188,55,1,1,0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0
76773,2648,66,1,0,1,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0
81698,2644,37,0,0,1,0,0,1,709,45,115,30,160,45,1,8,2,5,5,1,0,0,0,0,1,0
54466,2299,47,1,0,1,0,0,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0
98777,2291,60,1,0,1,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,0,1,0,1,0
16269,2462,36,1,0,1,0,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0
71819,2464,49,1,1,0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,0,0,1,1,2,0
33569,2415,37,1,1,0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,0,0,1,0,0,1,0
36262,2441,37,1,1,0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,0,0,1,0,0,1,0
22634,2688,54,0,1,0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0
47025,2449,42,0,1,0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0
70566,2425,52,1,0,1,0,0,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0
31605,2743,41,1,1,0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0
52034,2567,47,1,0,1,0,0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0
48526,2346,41,1,0,1,0,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0
46734,2747,66,1,1,0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0
39552,2717,58,1,0,1,0,0,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,0
86358,2849,54,1,0,1,0,0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0
46931,2225,43,1,1,0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0
16581,2692,35,0,0,1,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0
63998,2350,68,0,0,1,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,0
67381,2689,69,1,1,0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,0,0,1,0,1,0
25930,2421,53,1,0,1,0,0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0
42693,2181,42,1,1,0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0
85606,2753,44,1,1,0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,1,0,0,0,0,1,0
72903,2402,35,1,0,1,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,1,0,0,1,1,3,0
49669,2195,46,0,1,0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0
36778,2852,52,1,1,0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0
85696,2581,58,1,0,1,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,0
10979,2197,31,1,0,1,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0
49678,2671,59,1,1,0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0
56129,2533,67,1,1,0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0
37155,2673,31,1,1,0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0
21282,2208,42,0,0,1,0,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0
33419,2475,58,1,0,1,0,0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0
63285,2395,75,1,0,1,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0
21255,2318,46,1,1,0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0
42162,2381,39,1,1,0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,0,0,1,0,0,1,0
54450,2812,64,1,1,0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0
57744,2388,66,1,1,0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0
26576,2783,34,1,0,1,0,0,40,10,0,8,0,0,9,1,1,0,2,9,0,0,1,0,0,1,0
57513,2517,77,1,0,1,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0
68142,2828,56,1,1,0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0
7500,2828,41,1,1,0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0
83145,2804,46,1,1,0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,0,0,1,1,0
54197,2246,60,1,1,0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0
23091,2191,57,1,0,1,0,0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0
46049,2502,44,1,1,0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,0
56715,2730,46,1,1,0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0
79410,2190,59,1,1,0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0
57304,2634,69,1,1,0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0
44375,2257,55,1,1,0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0
54450,2812,64,1,1,0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0
59594,2776,55,1,1,0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,0,0,1,0,1,0
80685,2835,26,1,1,0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0
40344,2418,46,1,1,0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0
62710,2561,48,1,1,0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0
48985,2518,52,0,1,0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0
35322,2835,52,1,1,0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0
77142,2555,72,1,1,0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0
81657,2317,51,1,0,1,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0
14421,2291,24,0,1,0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,0,0,1,0,0,1,0
20130,2263,46,0,1,0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0
74214,2831,30,1,1,0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0
66726,2327,63,1,1,0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,0,0,1,0,1,0
23724,2696,41,0,1,0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0
47353,2387,60,1,1,0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0
33444,2762,68,1,1,0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0
54386,2567,39,1,1,0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0
28510,2601,39,1,0,1,0,0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0
90638,2295,29,1,0,1,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,0,0,1,1,0
48070,2691,70,1,1,0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,0,1
43140,2699,63,1,1,0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0
54959,2685,59,1,0,1,0,0,55,1148,0,60,0,0,24,3,9,5,4,7,0,0,0,1,0,1,0
15056,2581,62,0,0,1,0,0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0
26954,2211,49,1,0,1,0,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
22327,2490,35,1,0,1,0,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0
44393,2470,55,1,1,0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0
62000,2467,68,1,0,1,0,0,25,899,0,101,0,0,20,1,6,6,13,4,1,0,0,0,0,1,0
31497,2729,58,1,1,0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0
45894,2281,46,0,1,0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0
78579,2713,50,1,0,1,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,0
67369,2748,51,1,0,1,0,0,81,1298,0,70,37,14,42,4,7,4,10,4,0,0,0,1,1,2,0
58401,2229,60,1,0,1,0,0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0
62307,2291,68,1,0,1,0,0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0
43641,2592,51,1,1,0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0
63841,2593,52,1,0,1,0,0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0
46891,2460,55,0,1,0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0
70091,2614,51,1,1,0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,0,0,1,0,1,0
78075,2244,48,1,1,0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0
59184,2817,59,0,0,1,0,0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0
54809,2450,43,1,1,0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0
58113,2679,61,1,1,0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,0,1
51412,2339,62,1,1,0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0
15287,2786,41,1,0,1,0,0,60,1,2,8,4,3,13,2,1,1,2,7,0,0,1,0,0,1,0
66636,2475,63,1,1,0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0
50965,2653,64,1,1,0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,0,0,1,0,0,1,0
84618,2378,55,1,1,0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,0,0,1,1,0
18351,2402,30,1,1,0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0
40451,2292,63,1,1,0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,0,0,1,0,0,1,0
36317,2562,55,1,1,0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0
42213,2419,63,1,1,0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,0,0,1,0,1,0
65748,2599,65,1,1,0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,0,1
77044,2404,48,1,1,0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,0,0,1,0,0,1,0
74918,2633,51,1,1,0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,0,0,1,1,0
56721,2765,48,1,1,0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0
42160,2525,45,1,0,1,0,0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,0
61559,2506,55,1,0,1,0,0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0
33629,2849,57,1,1,0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0
68682,2425,29,1,1,0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0
34377,2685,57,1,0,1,0,0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0
8940,2835,34,0,0,1,0,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0
26228,2439,47,1,1,0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0
77297,2678,63,0,0,1,0,0,84,408,61,109,48,122,41,1,5,7,9,4,1,0,0,0,0,1,0
40211,2493,39,1,1,0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,0,0,1,0,0,1,0
33438,2439,62,1,0,1,0,0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0
75032,2586,61,1,1,0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0
61284,2419,65,1,0,1,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,0,0,1,0,1,0
22518,2774,34,1,1,0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,0,0,1,0,0,1,0
54730,2477,45,1,1,0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0
38452,2250,65,1,1,0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0
44421,2658,49,1,0,1,0,0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0
38197,2524,34,1,1,0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0
41986,2299,42,1,0,1,0,0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0
28427,2624,37,1,1,0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0
37395,2217,44,1,1,0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0
